"","rice_yield_1983","rice_yield_1984","rice_yield_1985","rice_yield_1986","rice_yield_1987","rice_yield_1988","rice_yield_1989","rice_yield_1990","rice_yield_1991","rice_yield_1992","rice_yield_1993","rice_yield_1994","rice_yield_1995","rice_yield_1996","rice_yield_1997","rice_yield_1998","rice_yield_1999","rice_yield_2000","rice_yield_2001","rice_yield_2002","rice_yield_2003","rice_yield_2004","rice_yield_2005","rice_yield_2006","rice_yield_2007","rice_yield_2008","rice_yield_2009","rice_yield_2010","rice_yield_2011","rice_yield_2012","rice_yield_2013","rice_yield_2014","rice_yield_2015"
"1885",6901.5,6486.7001953125,6609.7998046875,7134.7998046875,7544.7001953125,6810.5,7421.60009765625,6673.60009765625,6690.89990234375,6771.5,6793.60009765625,6227.60009765625,7099.10009765625,6388,7187.89990234375,7210.39990234375,5267.60009765625,6164.5,6636.7001953125,5591.7998046875,6392.7998046875,5891.39990234375,6571.5,5108.89990234375,5915.89990234375,5552,5973.10009765625,5447.5,5712.60009765625,6166,6509.39990234375,5244.60009765625,6325.5
"1886",6894.10009765625,6374.60009765625,6690,7013.2001953125,7469.7001953125,6805.7001953125,7359.7001953125,6699,6528.2998046875,6809.60009765625,7038.5,6200,7168.10009765625,6236.60009765625,7218.7998046875,7212.7001953125,5246.89990234375,6152.5,6562.7998046875,5565.2998046875,6380.2998046875,5867.60009765625,6909,5137.7998046875,5754.5,5535.2001953125,5947.2998046875,5408,5764.60009765625,6152.2998046875,6407,5395.10009765625,6395
"1887",6894.89990234375,6368.7001953125,6687.2001953125,7027.2001953125,7431.7001953125,6940.7001953125,6896.2001953125,6490.7001953125,6647.39990234375,6732.7998046875,6842.7998046875,6007.2998046875,7136.60009765625,6196.2001953125,7189.2998046875,7285.89990234375,5142.7001953125,6014.89990234375,6552.2998046875,5463.60009765625,6233.60009765625,5855.60009765625,6898.5,5112.5,5747.10009765625,5712.7998046875,5920.10009765625,5533.2001953125,5678,6117.2998046875,6437.39990234375,5420.5,6267.2998046875
"1888",6861,6352.2001953125,6681.5,7018,7360.7998046875,6818.89990234375,6907.10009765625,6487.10009765625,6637.60009765625,6750.10009765625,6839.7998046875,6261.2998046875,7128.5,6334.10009765625,7148.10009765625,7242.39990234375,5129.60009765625,6002.10009765625,6543.5,5450.39990234375,6066.2998046875,5692.2001953125,6868.39990234375,5108.7001953125,5730.5,5672.7001953125,5897.2001953125,5387.2998046875,5743.89990234375,6096.7998046875,6398.7998046875,5378.2001953125,6349.5
"1889",6884.2001953125,6332.2001953125,6680,7016,7544.5,6815.60009765625,6788.10009765625,6413.60009765625,6503.60009765625,6731.39990234375,6705.39990234375,6227.89990234375,7105.2001953125,6349.60009765625,7106.89990234375,7235.5,5093.39990234375,5888.5,6534.39990234375,5447.10009765625,5954.2001953125,5568.2998046875,6480.2998046875,5046.2001953125,5723.39990234375,5648.89990234375,5871.89990234375,5483.89990234375,5733.60009765625,6097.60009765625,6395.89990234375,5395.10009765625,6319.2001953125
"1890",6912.2998046875,6531.7998046875,6714.60009765625,6747.60009765625,7339.2998046875,6816.60009765625,6706.2001953125,6405,6501.5,6849.10009765625,6773.10009765625,6252.5,7124.10009765625,6303.89990234375,7094.39990234375,7227.10009765625,5080.5,5841.7998046875,6533.10009765625,5430,5933.10009765625,5580.5,6479.2001953125,4934.10009765625,5728.2998046875,5638.89990234375,5851.2998046875,5266.7998046875,5648.2998046875,6098.39990234375,6367.60009765625,5388.7998046875,6158.10009765625
"1891",6889.10009765625,6516.7998046875,6870.2001953125,6519,7071.7001953125,6918.5,6921.10009765625,6517.10009765625,6302.7998046875,6838.39990234375,7023.7001953125,6269.89990234375,7101.89990234375,6342.2998046875,7149,7337.2001953125,4954.7001953125,5837.2001953125,6636.2998046875,5412.7998046875,5915.10009765625,5563.5,6498.2998046875,4877.10009765625,5722.2001953125,5624.89990234375,5826.7998046875,5345.2998046875,5643.7998046875,6081.39990234375,6304.7998046875,5262.39990234375,6168.7998046875
"1892",6918,6500.5,6887.7998046875,6938.60009765625,7223.7998046875,7011.2998046875,7258,6544.10009765625,6283.7998046875,6837.2001953125,6904.60009765625,6254.2998046875,7239.89990234375,6279.60009765625,6891.2998046875,7423.5,4913.2001953125,5816,6630.10009765625,5399.2001953125,5896.7998046875,5560.7998046875,6436.7998046875,4859.2998046875,5720.7998046875,5629.2998046875,5798.89990234375,5623.5,5630.10009765625,6067,5947.7001953125,5090.2998046875,6187.60009765625
"1893",6756.2998046875,6492.10009765625,6861.7998046875,6796.7001953125,7111.7998046875,7081.10009765625,7338.60009765625,6434.2001953125,6273.89990234375,6658.7001953125,7174.5,6442.10009765625,7139.7001953125,6351.10009765625,6776.7998046875,7402.7998046875,4838.89990234375,5967.5,6632,5393.5,6142.7998046875,5741.39990234375,6469.2001953125,4845.60009765625,5723.7001953125,5657.2998046875,5775.2001953125,5626.2001953125,5635.10009765625,6099,6016.89990234375,4754,6098.10009765625
"1894",6762.2998046875,6412.5,6820.39990234375,6820.39990234375,6997.39990234375,7027.2998046875,7333.2001953125,6438.7998046875,6264.2001953125,6657.5,7163,6423.5,7038.7998046875,6363.39990234375,6709.60009765625,7481.60009765625,4909.10009765625,5841.7998046875,6632.2998046875,5386.39990234375,6128,5889.10009765625,6467,4833.39990234375,5798.2001953125,5654.10009765625,5880.2001953125,5602.10009765625,5762.10009765625,6123.5,6012.89990234375,4680.39990234375,6123.2998046875
"1895",6797.2001953125,6416.2001953125,6862,6174.60009765625,6148.5,7030.39990234375,7326,6469,6242.7998046875,6666.89990234375,7180.60009765625,6346.60009765625,7027.5,6264,6631,7335.2998046875,5096.39990234375,5906.2998046875,6628.5,5378.39990234375,6095.60009765625,5808.10009765625,6451.2001953125,4823.5,5799.39990234375,5652.2998046875,5868.2998046875,5591.60009765625,5845.5,6102.39990234375,6002.7001953125,4680.39990234375,6162.39990234375
"1896",6808.60009765625,6412.39990234375,6866.39990234375,6313,6126.89990234375,7284.2998046875,7317.60009765625,6459.2998046875,6060.2998046875,6634.10009765625,7162.2001953125,6270.2998046875,7201.5,6260.7998046875,6153.60009765625,7178.2998046875,4981.89990234375,5791.2001953125,6632,5372.60009765625,6085.39990234375,5577.39990234375,6378.5,4955.7001953125,5802.7001953125,5646.89990234375,5902.7001953125,5827.2998046875,5847.10009765625,6199.39990234375,5999.60009765625,4675.39990234375,6111.10009765625
"1897",6805.60009765625,6417.10009765625,6867.10009765625,6314.7998046875,6088.10009765625,7286.5,7211.2998046875,6410.2001953125,6052.2001953125,6756.39990234375,7151.39990234375,6260,7065,6293.10009765625,6518.10009765625,7259.7998046875,4973.60009765625,5779.89990234375,6632.10009765625,5367.10009765625,6015.2998046875,5684.10009765625,6376.7998046875,4932.2001953125,6132.2998046875,5640.5,5990.10009765625,5662.2001953125,5941.7001953125,6174.7998046875,5997.60009765625,4674.7998046875,6084.39990234375
"1898",7001.89990234375,6430.2998046875,7032.89990234375,6338.5,6338.60009765625,7133.39990234375,7328.89990234375,6503.2001953125,6273.39990234375,6639.89990234375,6996.89990234375,6217.7998046875,7354,6290.2001953125,6644.2001953125,7310.60009765625,4968.39990234375,5738.7998046875,6632.7998046875,5380.5,6015.2001953125,5852.7998046875,6481.10009765625,5000.39990234375,6142.2998046875,5603.10009765625,6315.2998046875,5797.89990234375,5826.5,6095.10009765625,6002.89990234375,4686.89990234375,6089.5
"1899",7058.89990234375,6414.89990234375,6990.5,6256.2001953125,6315.5,7095.2001953125,7193.89990234375,6369.7998046875,6271.5,6621.60009765625,7036.5,6253.89990234375,7251.5,6159.7998046875,6640.39990234375,7310.10009765625,4979.5,5615.2998046875,6625.2001953125,5565.7998046875,6192.7998046875,5912.60009765625,6398.2998046875,5228.7001953125,5843.5,5624.2998046875,5983.2998046875,5790.7998046875,5925.89990234375,6091.5,5971.39990234375,4691.10009765625,6217.60009765625
"1900",7108,6431,6898.89990234375,6250,6284,7089.7998046875,7179.2998046875,6358.7001953125,6261,6607.2998046875,6754.2001953125,5768.2001953125,7137.10009765625,6318.39990234375,6300.60009765625,7282.7001953125,4969.7001953125,5585.2001953125,6615,5566.10009765625,5986.7001953125,5888.60009765625,6288.7998046875,5212.89990234375,5842.7001953125,5612.89990234375,5904.2001953125,5774.10009765625,5832.7998046875,6045.39990234375,5983.2998046875,4685.5,6201.2998046875
"1901",7116.89990234375,6341.39990234375,6891.10009765625,6260,6213.10009765625,6371.10009765625,7284.60009765625,6483.7001953125,6222.7001953125,6744.7001953125,6957.2998046875,6151.7998046875,7277.2001953125,6342.7001953125,6204.89990234375,7155.89990234375,5066,5607,6560.7001953125,5565.5,5921.39990234375,5913,6240.2998046875,5193.7998046875,5838.60009765625,5506.7001953125,5799.89990234375,5678,5920.2998046875,6050.7998046875,5966.5,4685.2998046875,6192.10009765625
"1902",7120.60009765625,6366.5,6880.7998046875,6237.89990234375,6078.60009765625,6955.60009765625,7166.10009765625,6547.7001953125,6265.7998046875,6707,6982.7001953125,6102.7998046875,7267.5,6335.7001953125,6009,7145.60009765625,5075.7998046875,5662.7001953125,6552.2998046875,5563.89990234375,5910.39990234375,5906.60009765625,6229.5,5168.10009765625,6088.10009765625,5490,5881.39990234375,5314.7001953125,5909.2001953125,5984.89990234375,6099.5,4681,6117
"1903",7063.60009765625,6338.7998046875,6873.5,6237.7998046875,6053,6859.10009765625,7136.2001953125,6501.5,6101.2001953125,6587.10009765625,7073.89990234375,6156,7115.39990234375,6324.2001953125,6000.7998046875,7122.39990234375,5069.7998046875,5656.5,6538.5,5565.2001953125,5906.7998046875,5832.39990234375,6148.7998046875,5151,6085.7001953125,5471.39990234375,5984.89990234375,5123.2001953125,5867.39990234375,6055.2001953125,6074.2998046875,4678.10009765625,6079.7001953125
"1904",7097,6282.7998046875,6865.10009765625,6001.89990234375,5866.2001953125,6733.2001953125,6763.2998046875,6417.89990234375,6204.2998046875,6595.7998046875,6960.39990234375,6213.7998046875,7125.2001953125,6207.89990234375,5972.2998046875,7068.7001953125,5110.89990234375,5663.60009765625,6649.2998046875,5563.60009765625,5898.10009765625,5805.89990234375,6076.2001953125,5135.7998046875,6129.60009765625,5454,5979.5,5070.60009765625,5845.7998046875,6150.7001953125,6075.39990234375,4661,6050.89990234375
