"","wheat_yield_1983","wheat_yield_1984","wheat_yield_1985","wheat_yield_1986","wheat_yield_1987","wheat_yield_1988","wheat_yield_1989","wheat_yield_1990","wheat_yield_1991","wheat_yield_1992","wheat_yield_1993","wheat_yield_1994","wheat_yield_1995","wheat_yield_1996","wheat_yield_1997","wheat_yield_1998","wheat_yield_1999","wheat_yield_2000","wheat_yield_2001","wheat_yield_2002","wheat_yield_2003","wheat_yield_2004","wheat_yield_2005","wheat_yield_2006","wheat_yield_2007","wheat_yield_2008","wheat_yield_2009","wheat_yield_2010","wheat_yield_2011","wheat_yield_2012","wheat_yield_2013","wheat_yield_2014","wheat_yield_2015"
"11",4754.60009765625,4945.2001953125,4294.7998046875,4156.89990234375,3388.89990234375,3714.10009765625,4081.5,4160.60009765625,3607.19995117188,4041.89990234375,2568,2910.80004882812,3826.69995117188,3326.60009765625,4205.2001953125,4088.80004882812,3222.10009765625,3306.80004882812,3402.5,3731.80004882812,2753.69995117188,4026.69995117188,2682,3657.69995117188,3252.89990234375,3815,2566.30004882812,4421.89990234375,5010.89990234375,3510.30004882812,5138.2001953125,3689.69995117188,3192.60009765625
"12",4653.7001953125,5113.89990234375,4371,4137.89990234375,3209.80004882812,4421.89990234375,3902.30004882812,4074,3473.80004882812,3975.19995117188,2825.39990234375,2845.89990234375,3454.30004882812,3213.19995117188,4067.30004882812,3438.19995117188,2416.19995117188,3140.89990234375,3074,3754.39990234375,2948.19995117188,3874.80004882812,2838.80004882812,3792.30004882812,3184,3646.69995117188,2415.10009765625,3140.10009765625,3323.60009765625,3625.60009765625,4834.2001953125,3643.69995117188,3152.30004882812
"13",4605.5,5115.89990234375,4384,4123.5,3239.60009765625,4410.2001953125,4119.2998046875,4098.10009765625,3487.5,3958.10009765625,2513,2867.5,3463,3211.60009765625,4069.30004882812,3453.5,2442.30004882812,3150.39990234375,3118.69995117188,3751.60009765625,3022.69995117188,3881.19995117188,2827.89990234375,3772.69995117188,3178.89990234375,3687.19995117188,2427.80004882812,3151.30004882812,3427.30004882812,3634.69995117188,5011.10009765625,3639.10009765625,3153.89990234375
"14",4600.7001953125,5110.89990234375,4365.10009765625,4105.60009765625,3230.89990234375,3964,4112.2001953125,4078.60009765625,3473.19995117188,4017.19995117188,2492.80004882812,2851.69995117188,3557.30004882812,3198.39990234375,4065.69995117188,3459.19995117188,2445.30004882812,3145.89990234375,3118.39990234375,3738.5,2885.30004882812,3875.30004882812,2513.10009765625,3746.89990234375,3160.19995117188,3684.19995117188,2423.60009765625,3584.89990234375,4235.89990234375,3679.89990234375,5036.7998046875,3637.10009765625,3150.89990234375
"15",4597.2001953125,5106.60009765625,4346.2998046875,4091.60009765625,3224.39990234375,3955.39990234375,4101.5,4059,3463.30004882812,3998.80004882812,2469.30004882812,2831.69995117188,3556.69995117188,3190.39990234375,4060.69995117188,3565.5,2457.5,3141.80004882812,3119.60009765625,3722.5,2832.10009765625,3863.69995117188,2512.30004882812,3720.5,3146.89990234375,3676.5,2413.19995117188,4104.10009765625,4787.39990234375,3660.39990234375,5037.10009765625,3632.5,3053.19995117188
"16",4843.10009765625,4979.10009765625,4211.2001953125,4073.80004882812,3214.80004882812,3786,4093,4050.19995117188,3449.60009765625,3980.60009765625,2370.69995117188,2812,3557.39990234375,3178.30004882812,4056.39990234375,3576.89990234375,2466.5,3137.60009765625,3118.10009765625,3706.60009765625,2782.80004882812,3856.89990234375,2519.60009765625,3567.10009765625,3134.60009765625,3672.69995117188,2403.60009765625,4096.5,4779.60009765625,3640.69995117188,5038.60009765625,3626.39990234375,3049.69995117188
"17",4838.10009765625,4977.39990234375,4186.5,4055.10009765625,3205.89990234375,4175,3884,4037.19995117188,3440.19995117188,3964.39990234375,2351.80004882812,2709.89990234375,3557.30004882812,3168.10009765625,4052.19995117188,3579.80004882812,2473,3132.80004882812,3112.39990234375,3692.39990234375,2657.80004882812,3847.19995117188,2521.80004882812,3539.89990234375,3117.19995117188,3666.80004882812,2391.60009765625,4217.2998046875,4774.7001953125,3618.10009765625,5041.60009765625,3892.89990234375,3047.80004882812
"18",4795.89990234375,4972.39990234375,4170.10009765625,4038,3196.5,3999,4033.5,4054.80004882812,3427.5,3945.19995117188,2330.80004882812,2694.10009765625,3559.19995117188,3156.60009765625,3929.89990234375,3577.19995117188,2480.19995117188,3126.10009765625,3109.89990234375,3678,2609.19995117188,3840.69995117188,2525.5,3510.89990234375,3105.30004882812,3664.10009765625,2557.89990234375,4208.89990234375,4875.2001953125,3598.89990234375,5040.89990234375,3888.5,3042.30004882812
"19",4632.39990234375,5086.39990234375,4179.39990234375,4036.69995117188,3215,3508.89990234375,4263.10009765625,4057.5,3433.80004882812,3947,2364,2674.80004882812,3687.39990234375,3231.80004882812,3912.89990234375,3997.39990234375,2508.39990234375,3164.30004882812,3109.30004882812,3671.10009765625,2608.80004882812,3839.30004882812,2531.80004882812,3502,3131.60009765625,3671.30004882812,2569.69995117188,4577.39990234375,4878.5,3499.89990234375,5035.2998046875,3613.39990234375,3035
"20",4623.5,5079.2001953125,4179.7998046875,4031.80004882812,3229.80004882812,3269.30004882812,4142.60009765625,4071.80004882812,3437.60009765625,3946.80004882812,2477.60009765625,2660.19995117188,3696.30004882812,3222.39990234375,4147.10009765625,4225.89990234375,2829.89990234375,3317.89990234375,3106.60009765625,3666.19995117188,2613.69995117188,3937.5,2540.60009765625,3493.19995117188,3158.39990234375,3673.69995117188,2577.5,4188.7998046875,4878.2001953125,3493.30004882812,5033.39990234375,3606.60009765625,3021.60009765625
