"","CellID","CompID","BaseID","CompYield_Mean","CompYield_SD","CompYield_CV","CompYield_Max","CompYield_Min","CompCropFailureProb","CompMinPropSOSDBase","BaseYield_Mean","BaseYield_SD","BaseYield_CV","BaseYield_Max","BaseYield_Min","BaseCropFailureProb","BaseMinPropSOSDComp","Diff_Mean_CompBase","Diff_SD_CompBase","Diff_CV_CompBase","Diff_CropFailureProbCompBase","MinProp_CompSOSDBase_Divdbaseyield","MinProp_BaseSOSDComp_Divdbaseyield","Riskiness_Comp","WheatArea"
"1",1,1,1,3899.51814778646,672.333321101542,0.172414461382412,5277.2001953125,2676.30004882812,0,470.541714567714,4261.22123579545,580.981624426708,0.136341577279842,5429.5,2978.60009765625,0,293.19994281412,-361.703088008996,91.3516966748335,0.03607288410257,0,0.110424145692092,0.0688065525326773,-1,1
"2",2,1,1,3890.02422910748,674.963070504969,0.173511276730487,5272.89990234375,2659.19995117188,0,424.966682457365,4215.99698893229,588.027236333733,0.139475250546289,5368.5,2928.69995117188,0,250.90001922287,-325.97275982481,86.9358341712359,0.0340360261841979,0,0.10079862096035,0.0595114322618174,-1,1
"3",3,1,1,3671.97577829072,577.734506710993,0.157336143153952,4961.5,2529.19995117188,0,468.648001436979,4128.09093128551,603.77844448503,0.146260936237906,5307.60009765625,2859.5,0,295.199945730513,-456.115152994792,-26.0439377740371,0.0110752069160455,0,0.113526569360486,0.0715100395423184,-1,1
"4",4,1,1,3702.55456912879,600.037594891901,0.162060432517296,4968.2001953125,2557.60009765625,0,479.46871231962,4158.9424198035,607.394082396323,0.146045321402892,5354.2998046875,2854.39990234375,0,286.59990759287,-456.387850674716,-7.35648750442147,0.0160151111144042,0,0.115286210753135,0.0689117277094717,-1,1
"5",5,1,1,3724.73637991241,652.137394232003,0.175082832102963,5140.7001953125,2578.10009765625,0,538.99226628284,4201.62124171402,603.986718951683,0.143750872390699,5433.10009765625,2895.80004882812,0,317.699950767995,-476.88486180161,48.1506752803194,0.0313319597122639,0,0.128281973856112,0.0756136577980533,-1,1
"6",6,1,1,3728.236365116,664.469949992582,0.178226347505708,5141.2001953125,2561.60009765625,0,492.399980803952,4154.31816702178,607.162130250152,0.146152053318878,5342,2852.10009765625,0,290.499995860271,-426.081801905776,57.3078197424309,0.0320742941868297,0,0.118527267534001,0.0699272381606077,-1,1
"7",7,1,1,3737.99090021307,685.86419768121,0.183484715717771,5143.39990234375,2560.30004882812,0,458.007704164377,4110.21212861032,598.344321938814,0.145575046546592,5254.5,2842.39990234375,0,282.099850659268,-372.221228397254,87.5198757423962,0.0379096691711793,0,0.111431646307567,0.0686338908631091,-1,1
"8",8,1,1,3742.47578568892,692.035006329786,0.18491368974947,5143.89990234375,2571.19995117188,0,428.633302472189,4075.47878196023,602.632596944892,0.147867926490599,5181.89990234375,2804.5,0,233.300040471021,-333.002996271308,89.4024093848942,0.0370457632588711,0,0.105173729371258,0.0572448178367912,-1,1
"9",9,1,1,3727.69395862926,696.066472065155,0.186728438490458,5144,2556.10009765625,0,406.399984006262,4030.23333925189,606.492054461768,0.150485593118126,5086.89990234375,2738.30004882812,0,182.1999419976,-302.539380622633,89.5744176033874,0.0362428453723315,0,0.100837829921207,0.0452082861364599,-1,1
"10",10,1,1,3733.28483812737,706.855955472882,0.189338876116253,5144.5,2457.30004882812,0,393.216676324069,3991.53332149621,608.521203369754,0.152452993463086,4991,2690.10009765625,0,229.200070480303,-258.248483368845,98.3347521031286,0.0368858826531663,0,0.0985126878952555,0.0574215600921973,-1,1
"11",11,1,1,3740.99698153409,680.737373136937,0.181966833038658,5138.2001953125,2566.30004882812,0,316.742823702333,3993.27269028172,605.681198424542,0.15167539143985,4971.7998046875,2705.30004882812,0,138.999994152308,-252.275708747633,75.0561747123945,0.0302914415988081,0,0.0793191069753834,0.0348085404962668,-1,1
"12",12,1,1,3575.23333925189,656.056592659908,0.18350035659412,5113.89990234375,2415.10009765625,0,499.241156032309,4022.39698005445,617.706952908905,0.153566879642134,5192.10009765625,2754.39990234375,0,297.099926980212,-447.163640802557,38.3496397510032,0.0299334769519858,0,0.124115336827234,0.0738614135932925,-1,1
"13",13,1,1,3587.83030746922,675.131291800972,0.188172581739852,5115.89990234375,2427.80004882812,0,522.064742275057,4035.93639026989,611.644219099961,0.151549519109011,5264.5,2781.60009765625,0,353.800048802694,-448.106082800663,63.4870727010109,0.0366230626308408,0,0.129354056107942,0.0876624442485416,-1,1
"14",14,1,1,3598.3545365767,687.025118662294,0.190927578613723,5110.89990234375,2423.60009765625,0,488.62146492634,4010.30302290483,617.947642754002,0.154090012456564,5170.5,2751.19995117188,0,327.599850136716,-411.948486328124,69.0774759082922,0.0368375661571584,0,0.121841532207312,0.0816895502074609,-1,1
"15",15,1,1,3621.20302882339,717.584749483751,0.19816197649567,5106.60009765625,2413.19995117188,0,459.961524488399,3970.94844193892,618.025479780269,0.155636742409705,5076.89990234375,2724.80004882812,0,296.800047300751,-349.745413115531,99.5592697034817,0.0425252340859649,0,0.115831653624747,0.0747428609664422,-1,1
"16",16,1,1,3600.93033114347,721.811654024701,0.200451435503194,5038.60009765625,2370.69995117188,0,441.041647386303,3933.30303030303,618.003676669598,0.157120789298043,5039.7998046875,2692.80004882812,0,309.800042730656,-332.372699159564,103.807977355103,0.0433306462051511,0,0.112130096254578,0.0787633295334451,-1,1
