"","x","y","variable_z.1","variable_z.2","variable_z.3","variable_z.4","variable_z.5","variable_z.6","variable_z.7","variable_z.8","variable_z.9","variable_z.10","variable_z.11","variable_z.12","variable_z.13","variable_z.14","variable_z.15","variable_z.16","variable_z.17","variable_z.18","variable_z.19","variable_z.20","variable_z.21","variable_z.22","variable_z.23","variable_z.24","variable_z.25","variable_z.26","variable_z.27","variable_z.28","variable_z.29","variable_z.30","variable_z.31","variable_z.32","variable_z.33"
"13",84.275,27.425,43419.08203125,42603.5986328125,41831.162109375,36396.7602539062,40064.7216796875,33325,41781.962890625,35676.4404296875,40222.8002929688,46262.802734375,45700.68359375,45113.3203125,40635.0390625,43683.5205078125,41206.7578125,45089.7998046875,36514.6801757812,36765.3198242188,41946.162109375,37966.4404296875,36941.0400390625,38982.48046875,32538.1591796875,37279.2797851562,31685.478515625,34924.6801757812,41905.87890625,38735.6396484375,42210.6396484375,41375.76171875,37819.7998046875,38284.4384765625,36205.5200195312
"14",83.875,27.375,39273.8793945312,34509.9609375,38586.6015625,33749.0795898438,31356.8408203125,31538.6401367188,38377.958984375,28365.6396484375,32107.51953125,33511.8798828125,38073.9599609375,37261.5185546875,32870.6787109375,34063.720703125,35175.0805664062,40798.3984375,33703.0395507812,34190.9594726562,39282.3583984375,30762.841796875,35029.638671875,31493.759765625,29583.28125,29896.0400390625,28933.3984375,32724.3994140625,34005.478515625,35150.76171875,34090.3198242188,33301.4794921875,35621.240234375,29843.798828125,26810.80078125
"15",83.925,27.375,39881.0400390625,34477.080078125,38944.3603515625,33951.6796875,31334.3603515625,31098.3203125,39075.2783203125,28065.3198242188,32016.4404296875,37196.9604492188,38295.0390625,37264.12109375,32703.8403320312,34694.8388671875,34981.3598632812,36837.3999023438,33897.6391601562,34511.201171875,39587.55859375,30525.439453125,34679.6801757812,31072.44140625,29528.2397460938,30217.44140625,28584.4384765625,32540.9594726562,33910.6787109375,31322.041015625,33651.279296875,33550.2001953125,35616.5600585938,29686.7602539062,26954.4384765625
"16",83.975,27.375,35678.9208984375,34458.681640625,38946.1206054688,33742.6391601562,31320.5200195312,31030.7202148438,38372.48046875,28273.0810546875,31786.5600585938,37997.1997070312,37567.041015625,36117.7587890625,32550.7202148438,34512.51953125,35427.8002929688,36386.71875,33846.71875,34478.8793945312,38974.7216796875,30442.3999023438,34623.8403320312,30806.5185546875,29475.7202148438,30007.48046875,28455.87890625,31649.2407226562,34328.681640625,31341.640625,33742.1997070312,33361.1206054688,35088.9599609375,29657.7587890625,26840.2807617188
"17",84.025,27.375,35555.400390625,34573.5595703125,38969.4384765625,33714.4799804688,31508.28125,31053.5986328125,38231.1596679688,28246.8017578125,31680.6396484375,38021.9189453125,37313.359375,36125.0805664062,32522.8002929688,34416.0791015625,34974.0795898438,36702.6416015625,33043.5595703125,34063.1591796875,39332.119140625,30095.0390625,34136.7602539062,30376.5991210938,29438.720703125,29904.8803710938,28214.16015625,31239.2407226562,34333.1201171875,30480.6005859375,33742.841796875,33328.6401367188,35137.7197265625,29103.9990234375,26862.44140625
"18",84.075,27.375,35145.1196289062,34154.7998046875,38071.1206054688,33229.0405273438,31498.5595703125,29589.12109375,38201.71875,28196.4013671875,30799.3994140625,37560.0390625,37261.5185546875,35660.5200195312,32235.83984375,33897.119140625,33722.7197265625,36476.8798828125,32522.48046875,33734.12109375,38425.9594726562,29557.2802734375,33630.2392578125,29937.48046875,28992.3193359375,29137.880859375,27775.3198242188,30748.4008789062,33588.4399414062,29982.1606445312,33304.12109375,32933.0395507812,34140.2783203125,29049.2797851562,26491.640625
"19",84.125,27.375,35033.359375,33999.0405273438,37627.119140625,33390.80078125,31115.2392578125,29355.83984375,38269.3603515625,28192.7197265625,30868.8793945312,37178.798828125,36831.7602539062,35061.0009765625,32239.0795898438,33682.48046875,33846.8408203125,36194.6801757812,32593.5986328125,33716.240234375,38581.9604492188,29608.720703125,33611.9604492188,30394.560546875,28598.5205078125,30076.201171875,27506.279296875,30788.1201171875,33481.3598632812,30270.478515625,33321.240234375,33051.9189453125,34225.3198242188,29307.7587890625,26408.6791992188
"20",84.175,27.375,34811.318359375,33818.4814453125,37580.80078125,33377.6000976562,31091.0400390625,29160.2807617188,38098.6401367188,27354.7192382812,31128.8793945312,37125.3198242188,36017.6416015625,35052.158203125,32117.2802734375,34003.3203125,34144.521484375,35793.720703125,32873.28125,33280.83984375,38266.4404296875,29485.5200195312,33299.560546875,30364.3603515625,28530.2392578125,29378.759765625,27215.6787109375,30741.3208007812,33465.1196289062,30546.9995117188,33340.3198242188,32943.28125,30363.1591796875,29335.1196289062,25737.3608398438
"21",84.225,27.375,34443.759765625,33855.3198242188,37995.439453125,33374.560546875,31107.2412109375,29289.3994140625,38278.1591796875,27778.4399414062,31254.6801757812,37136.4794921875,36160.6005859375,35164.8803710938,31710.6005859375,34292.7587890625,34071.5600585938,35980.2392578125,33345.7202148438,33283.5986328125,38335.0805664062,29574.9609375,33309.6801757812,30688.359375,28942.3193359375,29352.8002929688,27572.3999023438,31141.0791015625,33457.8002929688,30014.0405273438,33208.1591796875,32789.2797851562,34311.9604492188,29382.3608398438,26186.8798828125
"22",84.275,27.375,34783.359375,29153.1982421875,32818.3203125,28213.28125,30854.0405273438,24819.3603515625,33272.3583984375,23242.7587890625,26472.2412109375,32632.48046875,37241.0400390625,30901.9189453125,31599.2797851562,34512.51953125,28349.599609375,36268.3203125,28655.1196289062,27894.7607421875,33833.6401367188,25052.880859375,29691.279296875,26243.5595703125,24021.1596679688,28643.4814453125,22526.8017578125,26422.7197265625,27849.7216796875,30486.5600585938,29398.720703125,32347.44140625,30359.16015625,29917.2802734375,27091.8798828125
"23",84.325,27.375,42684.560546875,36711.640625,41051.6796875,36117.6416015625,39854.4384765625,33475.0805664062,41425.6396484375,30608.3984375,39480.0805664062,52151.4794921875,45597.44140625,45102.001953125,40086.71875,43632.197265625,42110.0390625,45377.119140625,36633.1591796875,36261.0400390625,41490.6787109375,37868.28125,42002.880859375,38896.8798828125,31680.1611328125,36961.6015625,30746.8017578125,34772.880859375,41550.322265625,38261.4794921875,42225.0390625,40952.2802734375,38163.4399414062,37986.9189453125,36142.158203125
"24",84.375,27.375,42654.27734375,36747.55859375,41040.6787109375,36086.3598632812,39821.7602539062,33665.7202148438,41395.72265625,30645.87890625,39455.83984375,51975.361328125,45588.837890625,44670.2392578125,40082.44140625,44006.962890625,42017.7197265625,44492.041015625,36748.3203125,36246.5600585938,41494.599609375,37792.8002929688,42154.04296875,38959.638671875,31635.80078125,37232.080078125,30811.6015625,34873.1201171875,41553.359375,38941.9995117188,42275.83984375,41051.318359375,37841.4013671875,38351.4013671875,36120.2001953125
"25",83.825,27.325,35403.3984375,30018.2006835938,33476.7602539062,28716.1596679688,30800.2392578125,31374.23828125,33587.2412109375,24280.80078125,26969.8803710938,33051.4794921875,33431.240234375,32558.9208984375,32105,30309.560546875,34584.12109375,36701.8017578125,27975.439453125,28345.2392578125,34570.2783203125,25213.1591796875,34485.1196289062,26227.041015625,23461.3598632812,25685.0390625,22998.0395507812,27317.6000976562,27724.0795898438,31136.1596679688,34000.5615234375,33089.8388671875,31105.2001953125,28518.798828125,23881.9995117188
"26",83.875,27.325,38884.4799804688,34211.1596679688,37751.3598632812,33275.400390625,30988.0395507812,31182.158203125,38097.7587890625,27724.8803710938,31112.841796875,33110.0390625,37562.3583984375,36618.720703125,32822.919921875,33854.4384765625,34624.560546875,37052.7587890625,33071.4794921875,34165.400390625,34488.9208984375,29704.7216796875,34615.400390625,30939.0405273438,28835.87890625,29478.798828125,28509.4384765625,32182.7197265625,33648.798828125,31005.7592773438,33788.9208984375,33074.6801757812,35064.9194335938,29522.1997070312,26553.9990234375
"27",83.925,27.325,39191.4013671875,34102.2412109375,38740.87890625,33475.7592773438,30992.880859375,30980.5615234375,37963.681640625,28337.8002929688,31648.720703125,37221.8017578125,37525.3198242188,37094.7607421875,32693.9599609375,34101.5185546875,35002.2412109375,36816.0009765625,33337.6806640625,34135.6396484375,34734.8388671875,30053.3203125,35067.041015625,31259.19921875,29220.1196289062,29479.599609375,28363.5205078125,31862.3583984375,34021.3598632812,30757.8393554688,33316.318359375,33037.2802734375,35047.6416015625,29773.720703125,26618.3203125
"28",83.975,27.325,39122.158203125,34084.3603515625,38363.3203125,33271.201171875,30558.2397460938,30721.9604492188,38065.6787109375,28184.4799804688,30753.1201171875,38109.3212890625,37374.560546875,36286.240234375,32001.71875,34230.0805664062,34668.6401367188,36579.3212890625,32092.55859375,34097.6391601562,34554.3212890625,29474.23828125,34118.4399414062,30873.798828125,29151.240234375,29102.880859375,28439.560546875,31653.4399414062,33969.8803710938,35128.5205078125,33648.4399414062,33333.5595703125,34788.4399414062,29787.44140625,26488.5205078125
"29",84.025,27.325,38563.798828125,34006.71875,37552.2412109375,32932.44140625,31157.3193359375,30781.9189453125,37879.3994140625,27818.8403320312,30758.9990234375,38151.6015625,37109.2797851562,35772.958984375,32208.759765625,34073.681640625,34625.9594726562,36035.361328125,32121.7602539062,34074.6801757812,34482.2802734375,29503.3984375,33952.6806640625,30811.4013671875,28712.6806640625,29717.44140625,28270.6787109375,31209.19921875,33956.9189453125,30414.4384765625,33629.4799804688,32973.28125,34736.4794921875,29342.119140625,26606.0009765625
"30",84.075,27.325,35107.158203125,33865.439453125,37331.7602539062,33667.3608398438,31586.4794921875,30492.080078125,37879.3994140625,28225.87890625,30812.6391601562,38219.19921875,37473.6401367188,35875,36273.9599609375,33691.1206054688,34252.3608398438,36636.279296875,33034.19921875,33788.5595703125,34439.7216796875,29511.5185546875,33672.55859375,30824.9194335938,28706.8408203125,29434.599609375,28379.560546875,31180.0805664062,33982.3583984375,30421.279296875,33750.2392578125,32979.560546875,34799.9609375,29474.3212890625,26966.1206054688
