"","x","y","variable_z.1","variable_z.2","variable_z.3","variable_z.4","variable_z.5","variable_z.6","variable_z.7","variable_z.8","variable_z.9","variable_z.10","variable_z.11","variable_z.12","variable_z.13","variable_z.14","variable_z.15","variable_z.16","variable_z.17","variable_z.18","variable_z.19","variable_z.20","variable_z.21","variable_z.22","variable_z.23","variable_z.24","variable_z.25","variable_z.26","variable_z.27","variable_z.28","variable_z.29","variable_z.30","variable_z.31","variable_z.32","variable_z.33"
"192",84.575,26.875,40475.80078125,45863.037109375,29676.7993164062,24072.7197265625,32503.5595703125,30403.3203125,-7920,31882.7197265625,33490.0805664062,38872.080078125,40933.1591796875,33314.12109375,33371.9995117188,37110.83984375,40665.0390625,44499.443359375,38973.8793945312,27845.2807617188,30362.958984375,27182.8002929688,36895.439453125,32861.0791015625,29070.5615234375,30990.0390625,24468.359375,32411.9995117188,26303.8403320312,33398.3203125,31315.7202148438,34101.318359375,32926.8017578125,29631.640625,24506.8798828125
"193",84.625,26.875,37878.8793945312,41369.16015625,26619.9609375,22500.4809570312,29900.1196289062,28716.4404296875,-7920,24557.6806640625,26940.9594726562,35989.3994140625,42536.8798828125,34697.3193359375,36968.8403320312,34055.0805664062,36797.6806640625,40989.599609375,35699.23828125,24963.3203125,27555.2001953125,24594.7192382812,38608.2397460938,30051.1206054688,26101.9189453125,33224.7607421875,22159.8803710938,28701.8017578125,23035.361328125,35764.6801757812,33434.16015625,31140.439453125,30091.5600585938,32423.4399414062,23174.7607421875
"194",84.675,26.875,38159.0795898438,42283.2421875,32758.1982421875,22639.5190429688,34655.478515625,29070.478515625,25461.9189453125,30405.0805664062,27045.439453125,35964.8803710938,42993.798828125,34663.798828125,36987.3583984375,34661.4404296875,36739.4799804688,42772.197265625,35583.359375,26198.6791992188,27583.0810546875,24347.6806640625,39049.9609375,30518.4399414062,25635.2392578125,32655.2783203125,22816.5185546875,29175.439453125,23376.71875,35885.5615234375,33172.158203125,31764.638671875,30705.80078125,33402.44140625,24038.720703125
"195",84.725,26.875,42441.279296875,45822.2802734375,35944.638671875,25275.1196289062,43104.677734375,32298.28125,36392.7587890625,34073.1591796875,29691.9604492188,34039.638671875,46712.44140625,38559.19921875,39968.6401367188,37721.9604492188,40189.599609375,40559.3603515625,33984.3603515625,35530.9204101562,30503.798828125,21754.599609375,37011.201171875,33455.439453125,33981.9189453125,35729.599609375,30233.9990234375,32384.521484375,33190.1611328125,34868.3203125,37158.9208984375,34427.080078125,32943.9990234375,36424.8803710938,31602.7587890625
"196",84.775,26.875,47047.2412109375,45048.1201171875,36286.201171875,29553.720703125,38590.1196289062,32207.44140625,35915.1611328125,36443.1591796875,33465.361328125,40776.0400390625,44300.478515625,39273.28125,39590.0390625,41937.041015625,40877.7197265625,44532.2412109375,38334.3994140625,35434.7998046875,30743.8793945312,21705.400390625,36895.9204101562,33917.3193359375,34176.5600585938,37354.0795898438,25560.0390625,33208.0810546875,33837.3999023438,39748.8793945312,37042.7197265625,34960.83984375,37714.3603515625,37009.521484375,31205.80078125
"197",84.825,26.875,47933.876953125,40136.8017578125,35940.80078125,23997.7587890625,38716.640625,31422.7197265625,35697.080078125,35971.0400390625,33580.6396484375,41404.7607421875,48536.240234375,39038.6401367188,40024.0405273438,42338.681640625,39843.5986328125,44005.95703125,37814.3994140625,36161.4013671875,29710.6005859375,27136.3208007812,42019.3603515625,33587.8002929688,34849.23828125,37229.16015625,25070.2001953125,32238.8403320312,33254.521484375,39828.6401367188,37226.5185546875,34624.2797851562,37743.5595703125,36971.8017578125,30046.5600585938
"198",84.875,26.875,41587.7197265625,30309.3994140625,30721.0009765625,28831.318359375,32565.87890625,26147.041015625,31196.0009765625,29364.7216796875,28731.0400390625,35604.4384765625,41599.599609375,33375.9594726562,34143.5986328125,36003.720703125,34477.6000976562,38985.6811523438,28367.041015625,31073.8403320312,30930.83984375,21956.9995117188,36444.16015625,28432.158203125,29692.8002929688,34594.3603515625,20530.1611328125,27095.83984375,28322.44140625,34742.958984375,32211.3598632812,29046.6015625,32878.8793945312,30598.8403320312,24191.279296875
"199",84.925,26.875,41686.240234375,34650.6787109375,30995.5615234375,24560.2807617188,32466.9189453125,26667.51953125,31361.0009765625,29589.638671875,28284.2797851562,35371.6015625,37263.2397460938,32843.759765625,34219.0795898438,32058.4814453125,30182.841796875,38739.9609375,28308.0810546875,25573.8403320312,31042.6416015625,21659.3603515625,31532.6806640625,27813.5986328125,28149.599609375,35554.8388671875,20488.28125,27114.6801757812,28686.240234375,34038.9208984375,31302.158203125,28872.1997070312,28464.0795898438,30006.8798828125,24168.28125
"200",84.975,26.875,41336.0009765625,34421.1596679688,30835.5200195312,24491.6796875,31816.3598632812,22753.9599609375,31610.2392578125,29775,28690.5200195312,34241.0009765625,39120.80078125,32229.3603515625,32849.560546875,30953.2397460938,31452.080078125,34156.318359375,28038.5595703125,26126.9995117188,25144.4799804688,22151.201171875,31512.158203125,28242.2412109375,29439.8388671875,35649.9194335938,20859.6801757812,27039.16015625,28737.48046875,29214.3212890625,30408.9599609375,29067.51953125,29229.7216796875,25957.8002929688,19819.4799804688
"201",85.025,26.875,50250.1171875,42466.5625,32301.201171875,26370.6396484375,41320.283203125,29901.5600585938,33266.71875,33843.1591796875,36089.521484375,38789.8388671875,49662.998046875,40888.798828125,41480.439453125,40795.5590820312,37593.2397460938,47418.9599609375,35982.51953125,31471.8017578125,32314.521484375,23921.279296875,40641.6796875,30723.8793945312,32847.080078125,40264.4409179688,26787.51953125,31017.55859375,30763.8403320312,36612.2802734375,40106.5600585938,36345.5200195312,35839.599609375,34668.798828125,27027.6416015625
"202",85.075,26.875,50178.4765625,42576.4404296875,32504.521484375,27054.638671875,41223.9599609375,29824.3603515625,33426.5600585938,34610.7202148438,30828.9599609375,37186.5600585938,44037.3193359375,40717.041015625,41618.203125,41033.037109375,37476.640625,42273.798828125,35700.87890625,31765.2783203125,32136.71875,23933.4814453125,40489.3603515625,31386.9189453125,32523.359375,40525.1196289062,27023.1591796875,31131.0791015625,30826.9995117188,36529.0405273438,35103.4399414062,41933.4375,36067.7587890625,34764.4799804688,27134.8388671875
"203",85.125,26.875,50253.2421875,37958.1982421875,33191.71875,26880.439453125,42218.837890625,30364.2797851562,33291.1596679688,29976.9604492188,30819.7216796875,30368.0395507812,45170.283203125,35327.3999023438,41200.078125,40284.4409179688,36954.4384765625,47636.8798828125,36753.0004882812,32008.720703125,32125.7202148438,23867.3193359375,39838.6401367188,31775.9204101562,31357.48046875,40603.2397460938,27797.958984375,31507.1997070312,30724.8388671875,37022.958984375,39790.2001953125,41830.361328125,31862.7587890625,34631.640625,27165.1196289062
"204",85.175,26.875,43670.72265625,38877.44140625,32899.560546875,27208.1591796875,35928.0810546875,30655.87890625,33624.4384765625,30146.6796875,31306.0791015625,30380,48378.876953125,35605.5615234375,41708.037109375,41047.63671875,37377.1997070312,43477.51953125,36075.7202148438,37251.5600585938,32242.880859375,25157.7587890625,39658.4790039062,36722.3999023438,32045.87890625,40079.8388671875,27466.201171875,31723.3203125,30655.5615234375,36689.3994140625,39571.8798828125,42144.9609375,32086.9189453125,34929.19921875,27617.44140625
"205",85.575,26.875,50252.6806640625,42929.31640625,38697.119140625,32706.640625,37014.19921875,29398.6401367188,43783.837890625,34199.0405273438,36887.51953125,37516.9995117188,47032.36328125,40767.8002929688,43455.400390625,40684.8388671875,42473.3203125,42107.3193359375,36438.3984375,37975.400390625,37957.3193359375,36133.0004882812,40398.9208984375,34950.6787109375,32052.119140625,41432.041015625,33137.2802734375,30079.4799804688,36161.1596679688,37498.5595703125,43143.798828125,42757.958984375,41481.0400390625,35106.9995117188,22754.7192382812
"206",85.625,26.875,50606.4404296875,43032.080078125,33394.638671875,32743.759765625,36295.361328125,29109.9609375,43330.400390625,33368.3203125,36804.7998046875,43218.5205078125,47376.123046875,41176.5625,42445.95703125,40669.4409179688,42740.517578125,42236.201171875,35968.1591796875,38137.080078125,37589.3603515625,31143.359375,39141.8798828125,35405.1611328125,32443.759765625,41005.80078125,28194.0795898438,30443.1982421875,36649.638671875,36626.640625,38373.759765625,42299.8828125,40821.9604492188,33009.2797851562,22843.1591796875
"207",85.675,26.875,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920
"208",84.125,26.825,37816.1206054688,29030.9594726562,27670.5615234375,-7920,30590.76171875,22123.0810546875,-7920,-7920,26689.19921875,31584.3212890625,42496.240234375,32188.4814453125,32630.2392578125,35141.5185546875,32436.0009765625,37360.2392578125,35189.23828125,30965.0805664062,26868.4814453125,24646.0791015625,34500.76171875,27247.1606445312,25029.0405273438,32734.12109375,21958.0810546875,24214.2407226562,23650.2807617188,25932.7197265625,30069.16015625,27146.1206054688,31063.1201171875,25834.9194335938,19033.5998535156
"209",84.175,26.825,41997.2412109375,27478.4399414062,27026.9995117188,-7920,31591.4013671875,26818.0395507812,-7920,-7920,21153.8403320312,30945.5200195312,38426.1596679688,35367.080078125,33116.8798828125,35662.1997070312,31860.6396484375,38070.5615234375,35817.158203125,25814.8388671875,25493.2006835938,19911.1999511719,28955.3198242188,26654.0405273438,25436.7602539062,33752.1997070312,27746.0791015625,25316.5991210938,24237.48046875,-7920,-7920,26465.0805664062,30478.4399414062,-7920,17694.3603515625
"210",84.225,26.825,32913.28125,-7920,-7920,-7920,30971.6015625,25979.0405273438,-7920,-7920,20755.7202148438,31502.3999023438,40027.041015625,31377.3999023438,29903.0810546875,34797.841796875,33702.7587890625,34392.958984375,34971.6015625,-7920,-7920,-7920,27010.87890625,27715.9204101562,26796.279296875,29296.8798828125,27418.681640625,29668.0004882812,25082.3193359375,-7920,-7920,18406.640625,28212.6391601562,-7920,19347.8796386719
"211",84.275,26.825,31550.2001953125,27301.7602539062,-7920,-7920,30550.76171875,-7920,-7920,-7920,20966.0009765625,31679.3212890625,38599.3603515625,28810.1196289062,30115.6787109375,33397.48046875,33088.9990234375,33746.8798828125,34188.8793945312,-7920,-7920,-7920,36878.1201171875,22078.2397460938,26899.521484375,31632.6806640625,26936.4794921875,28917.919921875,24698.798828125,-7920,-7920,31828.798828125,31969.23828125,23211.9189453125,20198.2800292969
"212",84.325,26.825,-7920,28469.4384765625,-7920,23014.2797851562,30572.55859375,-7920,-7920,-7920,23103.6791992188,32151.8798828125,39191.9604492188,-7920,29654.521484375,33153.1982421875,34278.3203125,37494.9609375,34418.6401367188,26596.0009765625,26663.759765625,-7920,33256.71875,27436.0400390625,27467.041015625,32762.3193359375,27375.1611328125,26300.7202148438,25487.6806640625,34365.6396484375,34174.0405273438,32378.1982421875,34843.3984375,32462.6000976562,19672.6000976562
"213",84.375,26.825,31181.4404296875,31279.521484375,27530.83984375,21565.2392578125,28685,-7920,-7920,-7920,29384.560546875,29258.5205078125,37482.7197265625,29641.8798828125,27868.1201171875,28467.6000976562,32441.4404296875,35188.1591796875,28404.7192382812,24964.2797851562,27362.6806640625,24654.4799804688,31956.6796875,28930.76171875,25301.8798828125,31422.880859375,21248.0395507812,20210.8801269531,23240.80078125,34422.1997070312,27003.28125,30296.9189453125,29200.7202148438,27073.28125,18119.0405273438
"214",84.425,26.825,36434.560546875,31301.8017578125,27176.3208007812,22106.71875,28260.83984375,-7920,-7920,-7920,29285.80078125,35137.6806640625,37066.240234375,30069.16015625,31441.9189453125,32850.400390625,32242.2802734375,35773.3203125,29693.8793945312,25250.80078125,27105.9594726562,23589.0795898438,31734.8803710938,24666.7602539062,25513.5986328125,31514.3603515625,21122.6000976562,19207.8002929688,22813.1201171875,34878.798828125,27732.119140625,26027.1606445312,30265.3198242188,22905.361328125,18076.279296875
"215",84.475,26.825,39077.3999023438,38473.0395507812,29431.7602539062,23573.5595703125,31142.6416015625,-7920,-7920,-7920,28614.0405273438,37669.7998046875,44552.44140625,36724.0405273438,32272.55859375,36117.7587890625,38912.3583984375,43060.0390625,26108.1591796875,27234.8388671875,28793.1201171875,25640.6787109375,35203.2397460938,27208.4008789062,28429.7998046875,34375.1196289062,23036.8798828125,25525.361328125,25361.5600585938,37675.361328125,30372.44140625,33781.9604492188,32690.3198242188,28261.4794921875,23839.2797851562
"216",84.525,26.825,45554.3603515625,40069.0795898438,30790.9594726562,23799.4409179688,32356.4404296875,34352.8002929688,-7920,21333.5986328125,34294.6801757812,40269.4384765625,46246.240234375,33390.0390625,33298.3984375,37701.6015625,40961.123046875,45289.27734375,27132.080078125,28223.0395507812,35232.3193359375,26146.4794921875,36715.83984375,28343.0810546875,28951.9189453125,35794.0405273438,24721.7993164062,27968.4814453125,26400.0390625,38332.919921875,31409.0405273438,34641.1596679688,33946.0400390625,30415.9594726562,25295.6396484375
"217",84.575,26.825,40487.3583984375,39886.240234375,29079.7192382812,28754.638671875,32518.6401367188,32958.28125,-7920,32228.359375,33762.958984375,41237.080078125,46094.521484375,33916.6015625,33335.76171875,37302.119140625,35442.7197265625,45202.7197265625,33953.5205078125,28207.2802734375,35212.3999023438,26021.5185546875,37061.7602539062,28073.9599609375,28523.4814453125,36021.71875,24639.8388671875,28231.1596679688,26108.0004882812,33913.8793945312,31188.9599609375,34813.1591796875,33421.279296875,30417.7587890625,25977.119140625
"218",84.625,26.825,41043.798828125,44276.0791015625,29192.51953125,24388.0004882812,32550.2783203125,32043.2397460938,-7920,31517.6416015625,30126.8798828125,40452.2412109375,45712.36328125,38289.560546875,33309.12109375,37533.4814453125,35631.4013671875,45343.037109375,38763.4399414062,28058.359375,35627.6416015625,26178.0810546875,36998.0810546875,28057.1997070312,28460.80078125,35202.041015625,24097.3999023438,31920.87890625,25857.080078125,33985.5200195312,31314.521484375,34314.8803710938,33335.1196289062,35659.4799804688,25427.119140625
"219",84.675,26.825,41153.3203125,45253.037109375,29575.3198242188,24729.638671875,28661.7602539062,31725.6787109375,-7920,27587.2412109375,29880.1196289062,40544.16015625,46437.080078125,38376.8408203125,33076.6796875,37061.279296875,40855.478515625,45442.55859375,39529.7216796875,28595.7592773438,30237.55859375,26925.7592773438,37275.76171875,33421.4404296875,33890.2392578125,35820.83984375,24485.361328125,32031.71875,26094.560546875,34467.7587890625,31132.080078125,34808.5205078125,33645.76171875,35775.361328125,31694.7607421875
"220",84.725,26.825,38278.9208984375,37597.880859375,32318.359375,21574.9609375,34159.8803710938,28683.359375,-7920,-7920,26888.9599609375,35384.0405273438,43695.6396484375,34332.55859375,36984.7216796875,33212.880859375,36603.9599609375,41998.9599609375,36128.5986328125,25909.8388671875,27172.1997070312,24618.0810546875,38769.3994140625,30308.8403320312,35743.0004882812,38119.2797851562,26387.8002929688,28975.83984375,28491.4794921875,36863.0004882812,28387.8002929688,31191.3598632812,30869.599609375,33937.2412109375,27487.48046875
"221",84.775,26.825,42633.798828125,36380.6787109375,32168.9208984375,22001.6796875,40020.0390625,28897.2412109375,26299.8803710938,31040.5615234375,26652.8393554688,35321.318359375,43076.318359375,35049.7607421875,36111.9995117188,39653.5595703125,36535.2392578125,40656.201171875,35527.841796875,26546.6796875,31891.8017578125,24260.400390625,38995.7202148438,30879.3994140625,35206.8408203125,39060.1196289062,26828.5986328125,25625.80078125,29125.87890625,36736.6796875,29062.48046875,31440.6396484375,35271.0791015625,34249.9194335938,28643.4814453125
"222",84.825,26.825,44213.603515625,37278.359375,32293.1201171875,22272.119140625,35846.1596679688,28465,33079.16015625,33520,32059.19921875,37606.1596679688,45745.2392578125,41148.798828125,36386.8017578125,39119.4799804688,37111.9995117188,41688.3203125,35918.720703125,32699.7607421875,27223.9208984375,18588.1604003906,38542.4389648438,35771.9604492188,35607.6000976562,38948.798828125,26739.3994140625,25286.279296875,30355.3198242188,36282.7197265625,28764.16015625,31213.720703125,35079.7607421875,33674.9609375,23221.4404296875
"223",84.875,26.825,44639.8388671875,41613.681640625,31730.1196289062,25747.6391601562,35315.5200195312,28198.2397460938,32836.640625,31950.6005859375,31044.0795898438,37354.6801757812,45210.2001953125,40254.7607421875,35638.1201171875,39317.880859375,35680.87890625,41392.841796875,34526.8408203125,31400.478515625,24965.9594726562,18437.3999023438,38621.640625,30640.7202148438,30527.7587890625,38721.5991210938,26686.4404296875,24721.71875,30295.7202148438,35278.0810546875,29051.279296875,30691.7602539062,35058.8793945312,26098.4399414062,22590.7592773438
"224",84.925,26.825,42748.642578125,34801.8017578125,30982.8002929688,24698.359375,33858.28125,27466.1206054688,31554.560546875,30259.6801757812,29379.2797851562,37867.3999023438,39178.4399414062,34516.4013671875,34771.0400390625,37552.2802734375,35146.9604492188,39819.8803710938,33116.279296875,31600.5615234375,25628.2006835938,22675,37485.83984375,29113.6401367188,29679.521484375,36736.3989257812,25275.6396484375,23968.798828125,28749.7998046875,34047.119140625,32321.4794921875,29275.76171875,29230.0390625,26167.8002929688,24893.0004882812
"225",84.975,26.825,42420.72265625,34436.8408203125,30482.3999023438,28836.8798828125,31769.16015625,26708.1201171875,31200.3198242188,28817.7587890625,28085.0390625,36379.3212890625,39042.919921875,32907.880859375,34105.0805664062,31578.4814453125,34467.1997070312,39631.7602539062,28019.6801757812,30922.6416015625,30264.7607421875,22097.3999023438,35618.759765625,27284.23828125,27558.359375,35279.7998046875,25281.5185546875,27464.638671875,28457.7587890625,34063.1591796875,30463.3984375,29013.5986328125,28543.6401367188,26384.8388671875,19570.7202148438
"226",85.025,26.825,41577.158203125,34288.5595703125,30510.400390625,24001.0400390625,31920.9594726562,27700.6396484375,31820.7202148438,24155.1196289062,27988.720703125,35955.76171875,39112.7587890625,32322.080078125,29109.4384765625,31851.4013671875,30609.4384765625,38687.5610351562,28052.55859375,25335.3198242188,25787.6806640625,21205.6005859375,31572.3193359375,28347.958984375,28816.5185546875,30738.720703125,20927.080078125,27616.240234375,28223.6401367188,33490.1611328125,30400.0390625,28922.7587890625,28212.841796875,25858.798828125,19520.9594726562
"227",85.075,26.825,40555.80078125,34127.080078125,30256.8408203125,24594.3994140625,31825.400390625,27466.318359375,26378.5595703125,24150.6396484375,28073.0395507812,35447.3193359375,39506.3208007812,31772.958984375,28914.4384765625,31338.1201171875,30501.279296875,38761.201171875,28106.0791015625,25710,25326.4013671875,21644.7607421875,31239.8803710938,23769.2407226562,24041.9995117188,30301.4013671875,20669.16015625,23260.5615234375,28508.8793945312,33311.640625,30671.8017578125,28971.3598632812,27866.6015625,25663.9208984375,19570.3198242188
"228",85.125,26.825,41440.76171875,30444.7998046875,30507.6416015625,25129.2797851562,32226.318359375,23309.560546875,31299.0795898438,26554.560546875,28673.1982421875,35093.9599609375,39898.759765625,32315.2392578125,28703.28125,30970.6787109375,30629.4384765625,38868.798828125,28178.3984375,25377.3608398438,25345.0390625,21633.4008789062,31152.7587890625,23389.0795898438,28784.560546875,31051.0009765625,20913.6401367188,23447.3999023438,28207.1997070312,33311.8798828125,30292.119140625,29174.2797851562,29121.9189453125,26110.1611328125,20499.2797851562
"229",85.175,26.825,43367.2412109375,38091.6015625,32838.3984375,26573.0004882812,35754.8803710938,29610.3198242188,32743.5205078125,35524.2797851562,35786.4013671875,37440.0390625,48172.51953125,41068.1591796875,42409.3994140625,40550.400390625,43029.16015625,42252.958984375,35798.798828125,37632.48046875,32546.240234375,23625.6787109375,39823.359375,30128.8403320312,32461.4794921875,40373.0004882812,27269.9194335938,31139.560546875,30819.8803710938,37012.2412109375,38426.0400390625,42548.3203125,36611.71875,34280.80078125,26879.599609375
"230",85.475,26.825,44663.203125,36676.8798828125,26934.521484375,37509.3212890625,35966.0791015625,29604.638671875,37904.7607421875,35219.6801757812,41084.7998046875,-7920,43894.638671875,40839.3994140625,42489.921875,34989.2797851562,43048.5595703125,47139.08203125,36101.4794921875,38428.0004882812,26660.0805664062,23736.8798828125,39824.9194335938,36149.3212890625,36728.6401367188,41555.68359375,29176.640625,34940.0805664062,35166.6015625,37829.8803710938,43257.44140625,41981.0400390625,42413.9990234375,31327.55859375,22421.9995117188
"231",85.525,26.825,50315.283203125,37333.4399414062,39504.6801757812,31609.4799804688,36668.5595703125,29237.041015625,38309.3212890625,39074.16015625,35364.23828125,30290.6005859375,44503.203125,40297.3193359375,43293.1591796875,40765.3198242188,41311.962890625,41383.1591796875,36034.4384765625,38050.7202148438,32158.6401367188,30795.439453125,40061.1596679688,35761.279296875,32123.1982421875,40767.1606445312,32892.3999023438,29742.1997070312,35991.318359375,38013.1591796875,43050.6005859375,41828.798828125,41930.80078125,33953.9599609375,28008.0810546875
"232",85.575,26.825,39428.6791992188,28848.0395507812,30472.7197265625,29022.3999023438,32343.0004882812,25835.6005859375,34123.0395507812,28787.2412109375,27732.080078125,32312.8002929688,40967.880859375,30711.0791015625,32688.5986328125,34639.3188476562,37748.1591796875,31959.12109375,32287.6806640625,28755,29167.2802734375,25803.28125,34791.3598632812,26582.48046875,23501.201171875,34477.7197265625,23822.55859375,26424.19921875,31985.6787109375,32119.521484375,33949.0795898438,27598.1591796875,31558.8403320312,31268.720703125,20101.240234375
"233",85.625,26.825,39405.1611328125,32983.8793945312,24593.359375,29429.9194335938,32209.4799804688,26265.0805664062,33736.201171875,33746.9604492188,27604.12109375,32742.158203125,41446.71875,31179.599609375,38173.9599609375,34802.958984375,37745.5615234375,32127.44140625,32570.0390625,28797.958984375,29336.4404296875,27149.2797851562,34985.400390625,26415.439453125,28022.3193359375,33425.400390625,24302.919921875,26477.958984375,32068.9990234375,31773.2397460938,34027.119140625,28053.5595703125,31604.638671875,29358.4814453125,20353.5595703125
"234",85.675,26.825,49881.0009765625,38952.158203125,26928.8403320312,32138.9990234375,35790.2783203125,29334.638671875,42596.5234375,39239.4409179688,36411.201171875,37969.16015625,49258.1201171875,41143.798828125,42939.921875,41425.478515625,42559.9609375,42154.677734375,35815.2783203125,37859.0795898438,37495.9204101562,35607.6416015625,39196.7602539062,35292.3193359375,36851.7993164062,38326.0009765625,29126.7602539062,29127.041015625,36305.400390625,36020.2392578125,42640.400390625,42533.720703125,41445.6396484375,32430.5615234375,22205.7592773438
"235",85.725,26.825,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920,-7920
"236",84.225,26.775,38166.8798828125,27745.80078125,-7920,-7920,31037.841796875,25549.8803710938,-7920,-7920,28537.6391601562,-7920,38928.0004882812,31385.0390625,33612.080078125,35212.6000976562,33855.83984375,36947.119140625,34763.0810546875,-7920,-7920,-7920,38058.3984375,27302.51953125,26169.8803710938,31578.9599609375,22960.9204101562,29315.6787109375,25358.5986328125,-7920,-7920,26516.5991210938,27437.44140625,-7920,19780.7202148438
"237",84.275,26.775,32443.681640625,28262.7197265625,-7920,-7920,31158.5205078125,-7920,-7920,-7920,29061.3598632812,30483.5595703125,39385,30842.51953125,33560.2392578125,34493.6401367188,33292.7197265625,38027.51953125,34057.8002929688,-7920,-7920,-7920,37810.5200195312,26644.6801757812,27342.919921875,30974.7998046875,22843.2006835938,26183.759765625,25607.1997070312,-7920,-7920,28318.2006835938,32020.5615234375,-7920,19877.6000976562
"238",84.325,26.775,31222.158203125,29909.6801757812,-7920,26522.1997070312,30432.44140625,-7920,-7920,-7920,23213.8403320312,32232.6000976562,43642.158203125,29581.8798828125,29500.5615234375,33693.28125,33926.9604492188,37733.8403320312,34245.6005859375,21114.560546875,-7920,-7920,34518.4399414062,26479.7998046875,27002.3583984375,32431.640625,22923.1201171875,24830.2001953125,24997.3193359375,32970.1196289062,28100.6396484375,32271.240234375,31921.640625,26538.8403320312,20374.599609375
"239",84.375,26.775,36922.8002929688,29013.0395507812,-7920,-7920,29588.1591796875,-7920,-7920,-7920,27573.4814453125,30646.8408203125,42384.08203125,30591.4013671875,28876.3208007812,29378.359375,32602.51953125,36092.2802734375,33394.3212890625,-7920,28224.9609375,19307.6403808594,36785.6787109375,29467.6416015625,29463.5986328125,31649.23828125,22020.5200195312,24632.48046875,24498.6401367188,35032.51953125,-7920,27199.16015625,30762.958984375,31838.681640625,18539.8803710938
"240",84.425,26.775,36035.5615234375,28599.0795898438,-7920,21413.0395507812,28772.51953125,-7920,-7920,-7920,25775.9204101562,29860.400390625,41567.51953125,29931.318359375,30575.6005859375,32292.48046875,31843.4399414062,36022.1997070312,28151.5991210938,19601.4794921875,27466.4794921875,24441.3598632812,31635.1196289062,28989.12109375,25315.3198242188,30959.3212890625,21603.0810546875,20235.2807617188,23296.8798828125,34527.3193359375,27590.0805664062,25880.87890625,30227.1997070312,31023.5205078125,18197.2399902344
"241",84.475,26.775,36055.3198242188,28036.9604492188,27335.80078125,21608.720703125,32712.7197265625,-7920,-7920,-7920,26039.638671875,35582.158203125,40957.1997070312,28972.48046875,30488.2397460938,32681.71875,31534.0405273438,40098.5205078125,24732.119140625,25595.6396484375,26757.080078125,23611.6796875,32336.8408203125,25619.19921875,25820.400390625,30888.5595703125,21399.521484375,24021.5991210938,22697.7197265625,34439.521484375,27301.71875,30440.361328125,29818.1201171875,26812.2802734375,17837.5598144531
"242",84.525,26.775,35354.7607421875,31223.1982421875,26634.560546875,21494.7607421875,28502.2802734375,23753.4399414062,-7920,-7920,25945.0805664062,36267.55859375,40544.3603515625,29952.919921875,29954.4799804688,33150.6396484375,31859.3994140625,39755.9204101562,24551.7602539062,25746.8408203125,27371.0009765625,23329.2797851562,32235.5200195312,25575,25802.1997070312,31067.880859375,21505.9204101562,23761.8408203125,22834.9194335938,34177.51953125,27376.7602539062,30642.6416015625,29829.521484375,26355.5615234375,22573.9599609375
"243",84.575,26.775,45976.240234375,39724.3603515625,34513.3984375,23990.6005859375,32643.0810546875,32676.9189453125,-7920,27941.9189453125,34513.720703125,41580.87890625,46097.958984375,33750.9594726562,33435.76171875,37637.7197265625,34885.1611328125,45341.357421875,34682.8002929688,28250.400390625,35564.2797851562,25948.2006835938,37138.0004882812,28652.080078125,34749.521484375,36226.4404296875,24365.5200195312,27595.1611328125,26428.8793945312,38831.0009765625,36766.8017578125,34348.681640625,32524.12109375,35949.638671875,25433.5595703125
"244",84.625,26.775,40478.6401367188,45392.158203125,29234.9194335938,24266.1596679688,32579.9609375,32054.3603515625,-7920,27638.8403320312,29311.7993164062,40942.841796875,46043.3984375,38546.0791015625,33074.4799804688,37447.7587890625,35107.2802734375,45453.2421875,38763.1591796875,27807.51953125,35696.0791015625,26095.400390625,36778.0395507812,28600.0805664062,34288.9208984375,40763.1201171875,29010.0805664062,32991.9189453125,25579.3603515625,38889.8803710938,31288.9599609375,34319.8803710938,37026.5185546875,36139.23828125,25960.6787109375
"245",84.675,26.775,40362.158203125,45359.7998046875,29387.1606445312,24270.9204101562,32664.7998046875,31931.4013671875,-7920,27124.9609375,29372.55859375,40967.119140625,46047.919921875,38575.9204101562,33061.71875,36992.2412109375,34665,45427.841796875,38786.9189453125,28352.8393554688,35002.1997070312,26147.919921875,37286.5185546875,28171.1206054688,33930.478515625,40544.8388671875,29061.9995117188,32111.240234375,25574.0795898438,38758.0810546875,31499.16015625,34211.9995117188,32859.4799804688,36414.9194335938,30990.5200195312
"246",84.725,26.775,41037.958984375,39654.0795898438,30826.8798828125,23925.5200195312,32241.640625,34058.8403320312,-7920,21138.4399414062,29888.4008789062,39083.6401367188,47434.3994140625,37704.560546875,39531.9189453125,37406.6796875,40158.6401367188,45635.078125,39103.1591796875,28632.6000976562,35406.0400390625,26301.8408203125,37280,33544.638671875,33790.5615234375,40908.798828125,29459.7607421875,31669.7216796875,26441.1206054688,38883.9599609375,31305.1196289062,33718.8403320312,34354.7607421875,36483.9599609375,25005.0805664062
